"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6684","User should be able to login","chromium","2026-09-01","passed","2026-09-01","","LoginToSauceDemo.spec.ts","",""
